id,nome,sobrenome,sexo,pai,mae,nascimento
20701,Maria Eduarda,Rodrigues Lima,F,6884,7978,2020-10-01 00:00:00
20702,Olivia,Rodrigues Lima,F,6884,7978,2020-12-21 00:00:00
20703,Gabriela,Rodrigues Lima,F,6884,7978,2020-02-27 00:00:00
20704,Clarice,Rodrigues Lima,F,6884,7978,2020-08-08 00:00:00
20705,Cauã,Barbosa Lima,M,6883,5242,2020-10-18 00:00:00
20706,Vinicius,Barbosa Lima,M,6883,5242,2020-03-02 00:00:00
20707,Arthur Miguel,Barbosa Lima,M,6883,5242,2020-12-03 00:00:00
20708,Davi,Barbosa Lima,M,6883,5242,2020-08-01 00:00:00
20709,Zoe,Barbosa Lima,F,6883,5242,2020-07-12 00:00:00
20710,Manuela,Barbosa Lima,F,6883,5242,2020-03-28 00:00:00
20711,Sofia,Barbosa Lima,F,6883,5242,2020-11-07 00:00:00
20712,Mariah,Barbosa Lima,F,6883,5242,2020-07-06 00:00:00
20713,João,Barbosa Lima,M,6879,4852,2020-01-13 00:00:00
20714,Renan,Barbosa Lima,M,6879,4852,2020-10-11 00:00:00
20715,Mathias,Barbosa Lima,M,6879,4852,2020-06-27 00:00:00
20716,Ryan,Barbosa Lima,M,6879,4852,2020-08-25 00:00:00
20717,Maya,Barbosa Lima,F,6879,4852,2020-06-07 00:00:00
20718,Nicole,Barbosa Lima,F,6879,4852,2020-08-01 00:00:00
20719,Cecilia,Barbosa Lima,F,6879,4852,2020-03-11 00:00:00
20720,Isis,Barbosa Lima,F,6879,4852,2020-05-07 00:00:00
20721,Henrique,Barbosa Lima,M,6878,8531,2020-05-18 00:00:00
20722,Rhavi,Barbosa Lima,M,6878,8531,2020-12-10 00:00:00
20723,Arthur Miguel,Barbosa Lima,M,6878,8531,2020-04-05 00:00:00
20724,Ravi,Barbosa Lima,M,6878,8531,2020-05-13 00:00:00
20725,Nicole,Barbosa Lima,F,6878,8531,2020-11-04 00:00:00
20726,Clarice,Barbosa Lima,F,6878,8531,2020-06-15 00:00:00
20727,Esther,Barbosa Lima,F,6878,8531,2020-05-19 00:00:00
20728,Sarah,Barbosa Lima,F,6878,8531,2020-10-12 00:00:00
20729,Liam,Lima,M,6877,6994,2020-09-11 00:00:00
20730,Enzo Gabriel,Lima,M,6877,6994,2020-08-23 00:00:00
20731,Alexandre,Lima,M,6877,6994,2020-01-12 00:00:00
20732,Yago,Lima,M,6877,6994,2020-10-14 00:00:00
20733,Sarah,Lima,F,6877,6994,2020-01-17 00:00:00
20734,Maria Eduarda,Lima,F,6877,6994,2020-09-03 00:00:00
20735,Luana,Lima,F,6877,6994,2020-12-22 00:00:00
20736,Isabella,Lima,F,6877,6994,2020-07-03 00:00:00
20737,Luiz Gustavo,Sousa Carvalho,M,6873,6546,2020-04-25 00:00:00
20738,Daniel,Sousa Carvalho,M,6873,6546,2020-11-23 00:00:00
20739,Cauê,Sousa Carvalho,M,6873,6546,2020-02-05 00:00:00
20740,Joaquim,Sousa Carvalho,M,6873,6546,2020-08-23 00:00:00
20741,Isis,Sousa Carvalho,F,6873,6546,2020-08-17 00:00:00
20742,Gabrielly,Sousa Carvalho,F,6873,6546,2020-12-11 00:00:00
20743,Bella,Sousa Carvalho,F,6873,6546,2020-03-03 00:00:00
20744,Lavínia,Sousa Carvalho,F,6873,6546,2020-10-23 00:00:00
20745,Mateus,Moura Carvalho,M,6872,3510,2020-08-11 00:00:00
20746,Rodrigo,Moura Carvalho,M,6872,3510,2020-12-07 00:00:00
20747,Lucca,Moura Carvalho,M,6872,3510,2020-04-13 00:00:00
20748,Luiz Miguel,Moura Carvalho,M,6872,3510,2020-07-17 00:00:00
20749,Caroline,Moura Carvalho,F,6872,3510,2020-03-24 00:00:00
20750,Ana,Moura Carvalho,F,6872,3510,2020-05-20 00:00:00
20751,Bella,Moura Carvalho,F,6872,3510,2020-04-27 00:00:00
20752,Bianca,Moura Carvalho,F,6872,3510,2020-03-07 00:00:00
20753,João Vitor,Barbosa Carvalho,M,6871,7210,2020-02-28 00:00:00
20754,Apollo,Barbosa Carvalho,M,6871,7210,2020-09-28 00:00:00
20755,Pedro Miguel,Barbosa Carvalho,M,6871,7210,2020-04-09 00:00:00
20756,Pedro Henrique,Barbosa Carvalho,M,6871,7210,2020-10-18 00:00:00
20757,Joana,Barbosa Carvalho,F,6871,7210,2020-12-27 00:00:00
20758,Ana Carolina,Barbosa Carvalho,F,6871,7210,2020-02-26 00:00:00
20759,Eduarda,Barbosa Carvalho,F,6871,7210,2020-03-25 00:00:00
20760,Ana Luiza,Barbosa Carvalho,F,6871,7210,2020-06-02 00:00:00
20761,Thiago,Sousa Carvalho,M,6867,5519,2020-05-03 00:00:00
20762,Calebe,Sousa Carvalho,M,6867,5519,2020-03-21 00:00:00
20763,Miguel,Sousa Carvalho,M,6867,5519,2020-02-17 00:00:00
20764,Gael,Sousa Carvalho,M,6867,5519,2020-07-21 00:00:00
20765,Liz,Sousa Carvalho,F,6867,5519,2020-01-09 00:00:00
20766,Raquel,Sousa Carvalho,F,6867,5519,2020-06-06 00:00:00
20767,Helena,Sousa Carvalho,F,6867,5519,2020-08-20 00:00:00
20768,Lara,Sousa Carvalho,F,6867,5519,2020-12-11 00:00:00
20769,Matheus,Sousa Lima,M,6866,3083,2020-03-02 00:00:00
20770,Ian,Sousa Lima,M,6866,3083,2020-12-04 00:00:00
20771,Caleb,Sousa Lima,M,6866,3083,2020-12-03 00:00:00
20772,Vicente,Sousa Lima,M,6866,3083,2020-12-07 00:00:00
20773,Luana,Sousa Lima,F,6866,3083,2020-12-07 00:00:00
20774,Ana,Sousa Lima,F,6866,3083,2020-04-27 00:00:00
20775,Elisa,Sousa Lima,F,6866,3083,2020-11-08 00:00:00
20776,Ana Clara,Sousa Lima,F,6866,3083,2020-07-07 00:00:00
20777,João Pedro,Sousa Rodrigues,M,6865,2903,2020-05-17 00:00:00
20778,Eduardo,Sousa Rodrigues,M,6865,2903,2020-11-12 00:00:00
20779,Arthur,Sousa Rodrigues,M,6865,2903,2020-06-15 00:00:00
20780,José Miguel,Sousa Rodrigues,M,6865,2903,2020-06-24 00:00:00
20781,Marina,Sousa Rodrigues,F,6865,2903,2020-01-26 00:00:00
20782,Milena,Sousa Rodrigues,F,6865,2903,2020-03-14 00:00:00
20783,Clarice,Sousa Rodrigues,F,6865,2903,2020-05-25 00:00:00
20784,Alexia,Sousa Rodrigues,F,6865,2903,2020-11-20 00:00:00
20785,Leandro,Sousa Rodrigues,M,6861,9216,2020-10-12 00:00:00
20786,Marcos Vinicius,Sousa Rodrigues,M,6861,9216,2020-03-25 00:00:00
20787,Davi Miguel,Sousa Rodrigues,M,6861,9216,2020-02-08 00:00:00
20788,Nathan,Sousa Rodrigues,M,6861,9216,2020-03-12 00:00:00
20789,Mariah,Sousa Rodrigues,F,6861,9216,2020-09-15 00:00:00
20790,Manuela,Sousa Rodrigues,F,6861,9216,2020-10-03 00:00:00
20791,Emilly,Sousa Rodrigues,F,6861,9216,2020-06-25 00:00:00
20792,Ana Liz,Sousa Rodrigues,F,6861,9216,2020-06-22 00:00:00
20793,Francisco,Sousa Moura,M,6860,7295,2020-07-10 00:00:00
20794,André,Sousa Moura,M,6860,7295,2020-12-04 00:00:00
20795,Arthur Miguel,Sousa Moura,M,6860,7295,2020-01-12 00:00:00
20796,Henrique,Sousa Moura,M,6860,7295,2020-11-25 00:00:00
20797,Juliana,Sousa Moura,F,6860,7295,2020-06-15 00:00:00
20798,Marcela,Sousa Moura,F,6860,7295,2020-05-01 00:00:00
20799,Luna,Sousa Moura,F,6860,7295,2020-09-10 00:00:00
20800,Hellena,Sousa Moura,F,6860,7295,2020-02-11 00:00:00
20801,Yuri,Sousa Barbosa,M,6859,7242,2020-03-08 00:00:00
20802,Lucca,Sousa Barbosa,M,6859,7242,2020-05-27 00:00:00
20803,Luiz Felipe,Sousa Barbosa,M,6859,7242,2020-12-06 00:00:00
20804,Ryan,Sousa Barbosa,M,6859,7242,2020-04-24 00:00:00
20805,Manuela,Sousa Barbosa,F,6859,7242,2020-01-13 00:00:00
20806,Carolina,Sousa Barbosa,F,6859,7242,2020-08-22 00:00:00
20807,Maria Clara,Sousa Barbosa,F,6859,7242,2020-07-11 00:00:00
20808,Maria Clara,Sousa Barbosa,F,6859,7242,2020-09-20 00:00:00
20809,Antony,Rodrigues Barbosa,M,6855,2830,2020-08-06 00:00:00
20810,Matheus,Rodrigues Barbosa,M,6855,2830,2020-08-11 00:00:00
20811,Levi,Rodrigues Barbosa,M,6855,2830,2020-01-13 00:00:00
20812,Thomas,Rodrigues Barbosa,M,6855,2830,2020-09-15 00:00:00
20813,Clara,Rodrigues Barbosa,F,6855,2830,2020-11-07 00:00:00
20814,Maitê,Rodrigues Barbosa,F,6855,2830,2020-04-09 00:00:00
20815,Lara,Rodrigues Barbosa,F,6855,2830,2020-10-28 00:00:00
20816,Caroline,Rodrigues Barbosa,F,6855,2830,2020-08-25 00:00:00
20817,Vitor Hugo,Rodrigues Barbosa,M,6854,5874,2020-08-05 00:00:00
20818,Rhavi,Rodrigues Barbosa,M,6854,5874,2020-12-28 00:00:00
20819,Yuri,Rodrigues Barbosa,M,6854,5874,2020-10-21 00:00:00
20820,Asafe,Rodrigues Barbosa,M,6854,5874,2020-06-19 00:00:00
20821,Maria Sophia,Rodrigues Barbosa,F,6854,5874,2020-06-28 00:00:00
20822,Pietra,Rodrigues Barbosa,F,6854,5874,2020-02-18 00:00:00
20823,Maria Júlia,Rodrigues Barbosa,F,6854,5874,2020-09-20 00:00:00
20824,Lavínia,Rodrigues Barbosa,F,6854,5874,2020-06-28 00:00:00
20825,Ravy,Sousa Barbosa,M,6853,6797,2020-11-08 00:00:00
20826,Ravi Lucca,Sousa Barbosa,M,6853,6797,2020-02-15 00:00:00
20827,Cauê,Sousa Barbosa,M,6853,6797,2020-09-13 00:00:00
20828,Lucas Gabriel,Sousa Barbosa,M,6853,6797,2020-05-12 00:00:00
20829,Ana Cecília,Sousa Barbosa,F,6853,6797,2020-06-05 00:00:00
20830,Sara,Sousa Barbosa,F,6853,6797,2020-11-28 00:00:00
20831,Allana,Sousa Barbosa,F,6853,6797,2020-09-14 00:00:00
20832,Lavínia,Sousa Barbosa,F,6853,6797,2020-12-04 00:00:00
20833,Benjamin,Gomes Sousa,M,6849,8784,2020-12-11 00:00:00
20834,Ian,Gomes Sousa,M,6849,8784,2020-03-22 00:00:00
20835,Felipe,Gomes Sousa,M,6849,8784,2020-08-17 00:00:00
20836,Juan,Gomes Sousa,M,6849,8784,2020-02-11 00:00:00
20837,Eloá,Gomes Sousa,F,6849,8784,2020-06-28 00:00:00
20838,Marcela,Gomes Sousa,F,6849,8784,2020-06-21 00:00:00
20839,Luna,Gomes Sousa,F,6849,8784,2020-10-11 00:00:00
20840,Isis,Gomes Sousa,F,6849,8784,2020-04-10 00:00:00
20841,Gael,Sousa Carvalho,M,6848,5542,2020-09-19 00:00:00
20842,Nicolas,Sousa Carvalho,M,6848,5542,2020-01-01 00:00:00
20843,Gustavo,Sousa Carvalho,M,6848,5542,2020-03-22 00:00:00
20844,Pedro,Sousa Carvalho,M,6848,5542,2020-05-16 00:00:00
20845,Melissa,Sousa Carvalho,F,6848,5542,2020-10-01 00:00:00
20846,Lavínia,Sousa Carvalho,F,6848,5542,2020-03-07 00:00:00
20847,Bella,Sousa Carvalho,F,6848,5542,2020-01-02 00:00:00
20848,Stella,Sousa Carvalho,F,6848,5542,2020-03-22 00:00:00
20849,Cauê,Sousa Barbosa,M,6847,8376,2020-02-14 00:00:00
20850,Anthony,Sousa Barbosa,M,6847,8376,2020-02-03 00:00:00
20851,Davi Luiz,Sousa Barbosa,M,6847,8376,2020-04-14 00:00:00
20852,Kaique,Sousa Barbosa,M,6847,8376,2020-07-25 00:00:00
20853,Alexia,Sousa Barbosa,F,6847,8376,2020-10-13 00:00:00
20854,Natália,Sousa Barbosa,F,6847,8376,2020-10-28 00:00:00
20855,Agatha,Sousa Barbosa,F,6847,8376,2020-07-26 00:00:00
20856,Júlia,Sousa Barbosa,F,6847,8376,2020-01-07 00:00:00
20857,Murilo,Barbosa Moura,M,6843,6395,2020-03-07 00:00:00
20858,Ryan,Barbosa Moura,M,6843,6395,2020-02-18 00:00:00
20859,Augusto,Barbosa Moura,M,6843,6395,2020-03-11 00:00:00
20860,Davi,Barbosa Moura,M,6843,6395,2020-04-12 00:00:00
20861,Ana Luiza,Barbosa Moura,F,6843,6395,2020-06-04 00:00:00
20862,Daniela,Barbosa Moura,F,6843,6395,2020-02-08 00:00:00
20863,Maria Sophia,Barbosa Moura,F,6843,6395,2020-09-26 00:00:00
20864,Cecilia,Barbosa Moura,F,6843,6395,2020-12-22 00:00:00
20865,Gael,Rodrigues Moura,M,6842,2963,2020-12-26 00:00:00
20866,Mathias,Rodrigues Moura,M,6842,2963,2020-08-09 00:00:00
20867,Apollo,Rodrigues Moura,M,6842,2963,2020-01-07 00:00:00
20868,Gael Henrique,Rodrigues Moura,M,6842,2963,2020-10-21 00:00:00
20869,Yasmin,Rodrigues Moura,F,6842,2963,2020-09-22 00:00:00
20870,Rafaela,Rodrigues Moura,F,6842,2963,2020-06-01 00:00:00
20871,Maria Luiza,Rodrigues Moura,F,6842,2963,2020-06-09 00:00:00
20872,Ana Liz,Rodrigues Moura,F,6842,2963,2020-11-07 00:00:00
20873,Miguel,Barbosa Moura,M,6841,4829,2020-01-23 00:00:00
20874,Samuel,Barbosa Moura,M,6841,4829,2020-03-07 00:00:00
20875,Enzo,Barbosa Moura,M,6841,4829,2020-10-27 00:00:00
20876,Eduardo,Barbosa Moura,M,6841,4829,2020-10-25 00:00:00
20877,Luiza,Barbosa Moura,F,6841,4829,2020-01-18 00:00:00
20878,Eloá,Barbosa Moura,F,6841,4829,2020-07-07 00:00:00
20879,Maria Laura,Barbosa Moura,F,6841,4829,2020-06-20 00:00:00
20880,Alana,Barbosa Moura,F,6841,4829,2020-05-12 00:00:00
20881,Benjamim,Rodrigues Moura,M,6837,3048,2020-07-20 00:00:00
20882,Davi,Rodrigues Moura,M,6837,3048,2020-01-03 00:00:00
20883,Valentim,Rodrigues Moura,M,6837,3048,2020-03-02 00:00:00
20884,Henry,Rodrigues Moura,M,6837,3048,2020-08-01 00:00:00
20885,Eloah,Rodrigues Moura,F,6837,3048,2020-06-01 00:00:00
20886,Ana Julia,Rodrigues Moura,F,6837,3048,2020-03-05 00:00:00
20887,Hellena,Rodrigues Moura,F,6837,3048,2020-12-21 00:00:00
20888,Helena,Rodrigues Moura,F,6837,3048,2020-10-22 00:00:00
20889,Antônio,Rodrigues,M,6836,3376,2020-07-06 00:00:00
20890,Augusto,Rodrigues,M,6836,3376,2020-09-07 00:00:00
20891,Luiz Felipe,Rodrigues,M,6836,3376,2020-03-28 00:00:00
20892,Enrico,Rodrigues,M,6836,3376,2020-02-07 00:00:00
20893,Aylla,Rodrigues,F,6836,3376,2020-08-19 00:00:00
20894,Melina,Rodrigues,F,6836,3376,2020-01-15 00:00:00
20895,Luna,Rodrigues,F,6836,3376,2020-03-12 00:00:00
20896,Lorena,Rodrigues,F,6836,3376,2020-03-28 00:00:00
20897,Mateus,Mota Rodrigues,M,6835,5315,2020-10-22 00:00:00
20898,Diogo,Mota Rodrigues,M,6835,5315,2020-08-26 00:00:00
20899,Davi Lucca,Mota Rodrigues,M,6835,5315,2020-08-13 00:00:00
20900,Levi,Mota Rodrigues,M,6835,5315,2020-11-26 00:00:00
20901,Anna Liz,Mota Rodrigues,F,6835,5315,2020-10-02 00:00:00
20902,Caroline,Mota Rodrigues,F,6835,5315,2020-07-05 00:00:00
20903,Anna Liz,Mota Rodrigues,F,6835,5315,2020-07-23 00:00:00
20904,Maria Cecília,Mota Rodrigues,F,6835,5315,2020-08-18 00:00:00
20905,João,Moura Carvalho,M,6831,8969,2020-09-01 00:00:00
20906,Luiz Fernando,Moura Carvalho,M,6831,8969,2020-06-25 00:00:00
20907,Vitor,Moura Carvalho,M,6831,8969,2020-01-12 00:00:00
20908,Mathias,Moura Carvalho,M,6831,8969,2020-04-08 00:00:00
20909,Manuela,Moura Carvalho,F,6831,8969,2020-07-05 00:00:00
20910,Milena,Moura Carvalho,F,6831,8969,2020-06-01 00:00:00
20911,Lunna,Moura Carvalho,F,6831,8969,2020-10-25 00:00:00
20912,Nina,Moura Carvalho,F,6831,8969,2020-04-10 00:00:00
20913,Henrique,Moura Carvalho,M,6830,8826,2020-08-20 00:00:00
20914,Otávio,Moura Carvalho,M,6830,8826,2020-07-26 00:00:00
20915,Valentim,Moura Carvalho,M,6830,8826,2020-05-27 00:00:00
20916,Enrico,Moura Carvalho,M,6830,8826,2020-10-18 00:00:00
20917,Alícia,Moura Carvalho,F,6830,8826,2020-09-02 00:00:00
20918,Gabrielly,Moura Carvalho,F,6830,8826,2020-04-06 00:00:00
20919,Júlia,Moura Carvalho,F,6830,8826,2020-07-25 00:00:00
20920,Gabriela,Moura Carvalho,F,6830,8826,2020-04-20 00:00:00
20921,Ian,Barbosa Carvalho,M,6829,7271,2020-08-27 00:00:00
20922,Liam,Barbosa Carvalho,M,6829,7271,2020-04-18 00:00:00
20923,Anthony,Barbosa Carvalho,M,6829,7271,2020-01-05 00:00:00
20924,Gustavo,Barbosa Carvalho,M,6829,7271,2020-07-14 00:00:00
20925,Emanuelly,Barbosa Carvalho,F,6829,7271,2020-12-09 00:00:00
20926,Liz,Barbosa Carvalho,F,6829,7271,2020-05-07 00:00:00
20927,Isis,Barbosa Carvalho,F,6829,7271,2020-11-20 00:00:00
20928,Aylla,Barbosa Carvalho,F,6829,7271,2020-11-11 00:00:00
20929,Cauê,Sousa Lima,M,6825,3780,2020-04-19 00:00:00
20930,Raul,Sousa Lima,M,6825,3780,2020-11-16 00:00:00
20931,Pedro Lucas,Sousa Lima,M,6825,3780,2020-02-23 00:00:00
20932,Davi Luiz,Sousa Lima,M,6825,3780,2020-05-06 00:00:00
20933,Alexia,Sousa Lima,F,6825,3780,2020-08-02 00:00:00
20934,Maria Laura,Sousa Lima,F,6825,3780,2020-07-03 00:00:00
20935,Rebeca,Sousa Lima,F,6825,3780,2020-06-13 00:00:00
20936,Laura,Sousa Lima,F,6825,3780,2020-06-10 00:00:00
20937,Diogo,Ribeiro Sousa,M,6824,7666,2020-06-14 00:00:00
20938,Pietro,Ribeiro Sousa,M,6824,7666,2020-11-11 00:00:00
20939,Thomas,Ribeiro Sousa,M,6824,7666,2020-11-06 00:00:00
20940,Dom,Ribeiro Sousa,M,6824,7666,2020-01-19 00:00:00
20941,Yasmin,Ribeiro Sousa,F,6824,7666,2020-09-05 00:00:00
20942,Alice,Ribeiro Sousa,F,6824,7666,2020-10-22 00:00:00
20943,Mariane,Ribeiro Sousa,F,6824,7666,2020-06-23 00:00:00
20944,Sofia,Ribeiro Sousa,F,6824,7666,2020-07-01 00:00:00
20945,João Guilherme,Sousa Lima,M,6823,7853,2020-06-23 00:00:00
20946,Ravi Lucca,Sousa Lima,M,6823,7853,2020-11-04 00:00:00
20947,Heitor,Sousa Lima,M,6823,7853,2020-02-10 00:00:00
20948,Luiz Gustavo,Sousa Lima,M,6823,7853,2020-03-18 00:00:00
20949,Eduarda,Sousa Lima,F,6823,7853,2020-07-22 00:00:00
20950,Agatha,Sousa Lima,F,6823,7853,2020-08-16 00:00:00
20951,Stella,Sousa Lima,F,6823,7853,2020-12-03 00:00:00
20952,Marina,Sousa Lima,F,6823,7853,2020-10-23 00:00:00
20953,Marcos Vinicius,Sousa Rodrigues,M,6819,3114,2020-12-21 00:00:00
20954,Isaac,Sousa Rodrigues,M,6819,3114,2020-10-03 00:00:00
20955,Gustavo,Sousa Rodrigues,M,6819,3114,2020-04-13 00:00:00
20956,José,Sousa Rodrigues,M,6819,3114,2020-05-13 00:00:00
20957,Maria Julia,Sousa Rodrigues,F,6819,3114,2020-12-25 00:00:00
20958,Ágatha,Sousa Rodrigues,F,6819,3114,2020-10-04 00:00:00
20959,Sabrina,Sousa Rodrigues,F,6819,3114,2020-01-05 00:00:00
20960,Bianca,Sousa Rodrigues,F,6819,3114,2020-03-03 00:00:00
20961,João Vitor,Sousa Moura,M,6818,8986,2020-12-05 00:00:00
20962,João Guilherme,Sousa Moura,M,6818,8986,2020-08-02 00:00:00
20963,Pedro Lucas,Sousa Moura,M,6818,8986,2020-05-19 00:00:00
20964,Ravi,Sousa Moura,M,6818,8986,2020-09-20 00:00:00
20965,Ágatha,Sousa Moura,F,6818,8986,2020-03-23 00:00:00
20966,Jade,Sousa Moura,F,6818,8986,2020-12-23 00:00:00
20967,Milena,Sousa Moura,F,6818,8986,2020-12-05 00:00:00
20968,Eduarda,Sousa Moura,F,6818,8986,2020-01-11 00:00:00
20969,Francisco,Sousa Moura,M,6817,4145,2020-03-13 00:00:00
20970,Vicente,Sousa Moura,M,6817,4145,2020-07-06 00:00:00
20971,Isaque,Sousa Moura,M,6817,4145,2020-06-05 00:00:00
20972,Apollo,Sousa Moura,M,6817,4145,2020-04-17 00:00:00
20973,Ayla,Sousa Moura,F,6817,4145,2020-09-27 00:00:00
20974,Heloísa,Sousa Moura,F,6817,4145,2020-07-17 00:00:00
20975,Milena,Sousa Moura,F,6817,4145,2020-11-03 00:00:00
20976,Alexia,Sousa Moura,F,6817,4145,2020-11-11 00:00:00
20977,Anthony,Mota Lima,M,6813,3166,2020-05-06 00:00:00
20978,Davi Lucas,Mota Lima,M,6813,3166,2020-10-17 00:00:00
20979,Felipe,Mota Lima,M,6813,3166,2020-08-19 00:00:00
20980,Miguel,Mota Lima,M,6813,3166,2020-03-04 00:00:00
20981,Sofia,Mota Lima,F,6813,3166,2020-01-12 00:00:00
20982,Laura,Mota Lima,F,6813,3166,2020-08-13 00:00:00
20983,Joana,Mota Lima,F,6813,3166,2020-06-18 00:00:00
20984,Clarice,Mota Lima,F,6813,3166,2020-09-19 00:00:00
20985,João,Moura Lima,M,6812,8873,2020-01-07 00:00:00
20986,Ravi Lucca,Moura Lima,M,6812,8873,2020-10-22 00:00:00
20987,Emanuel,Moura Lima,M,6812,8873,2020-06-20 00:00:00
20988,José Miguel,Moura Lima,M,6812,8873,2020-04-04 00:00:00
20989,Maria Luiza,Moura Lima,F,6812,8873,2020-10-04 00:00:00
20990,Gabriela,Moura Lima,F,6812,8873,2020-06-20 00:00:00
20991,Ana Julia,Moura Lima,F,6812,8873,2020-04-14 00:00:00
20992,Ágatha,Moura Lima,F,6812,8873,2020-01-05 00:00:00
20993,Rafael,Barbosa Lima,M,6811,8052,2020-06-19 00:00:00
20994,João Guilherme,Barbosa Lima,M,6811,8052,2020-11-28 00:00:00
20995,Ryan,Barbosa Lima,M,6811,8052,2020-04-11 00:00:00
20996,Marcelo,Barbosa Lima,M,6811,8052,2020-02-26 00:00:00
20997,Carolina,Barbosa Lima,F,6811,8052,2020-01-03 00:00:00
20998,Ana Vitória,Barbosa Lima,F,6811,8052,2020-05-04 00:00:00
20999,Luiza,Barbosa Lima,F,6811,8052,2020-04-08 00:00:00
21000,Bianca,Barbosa Lima,F,6811,8052,2020-04-07 00:00:00
21001,Henry Gabriel,Mota Barbosa,M,6807,3262,2020-03-16 00:00:00
21002,André,Mota Barbosa,M,6807,3262,2020-08-16 00:00:00
21003,Pedro Miguel,Mota Barbosa,M,6807,3262,2020-07-22 00:00:00
21004,Felipe,Mota Barbosa,M,6807,3262,2020-06-24 00:00:00
21005,Larissa,Mota Barbosa,F,6807,3262,2020-06-01 00:00:00
21006,Alexia,Mota Barbosa,F,6807,3262,2020-12-20 00:00:00
21007,Antonella,Mota Barbosa,F,6807,3262,2020-01-08 00:00:00
21008,Raquel,Mota Barbosa,F,6807,3262,2020-06-05 00:00:00
21009,Mathias,Mota Barbosa,M,6806,4120,2020-04-04 00:00:00
21010,Ian,Mota Barbosa,M,6806,4120,2020-08-24 00:00:00
21011,Pedro Miguel,Mota Barbosa,M,6806,4120,2020-02-13 00:00:00
21012,Paulo,Mota Barbosa,M,6806,4120,2020-04-15 00:00:00
21013,Isabel,Mota Barbosa,F,6806,4120,2020-03-24 00:00:00
21014,Emanuella,Mota Barbosa,F,6806,4120,2020-03-20 00:00:00
21015,Lívia,Mota Barbosa,F,6806,4120,2020-03-11 00:00:00
21016,Ana,Mota Barbosa,F,6806,4120,2020-09-08 00:00:00
21017,Vicente,Mota Moura,M,6805,9599,2020-02-19 00:00:00
21018,Isaac,Mota Moura,M,6805,9599,2020-01-15 00:00:00
21019,Juan,Mota Moura,M,6805,9599,2020-05-21 00:00:00
21020,Pietro,Mota Moura,M,6805,9599,2020-11-15 00:00:00
21021,Alana,Mota Moura,F,6805,9599,2020-07-28 00:00:00
21022,Carolina,Mota Moura,F,6805,9599,2020-10-01 00:00:00
21023,Cecilia,Mota Moura,F,6805,9599,2020-01-09 00:00:00
21024,Ísis,Mota Moura,F,6805,9599,2020-06-13 00:00:00
21025,Lorenzo,Barbosa Carvalho,M,6801,8446,2020-12-06 00:00:00
21026,Henry,Barbosa Carvalho,M,6801,8446,2020-08-12 00:00:00
21027,Cauã,Barbosa Carvalho,M,6801,8446,2020-10-06 00:00:00
21028,Rael,Barbosa Carvalho,M,6801,8446,2020-11-24 00:00:00
21029,Brenda,Barbosa Carvalho,F,6801,8446,2020-10-09 00:00:00
21030,Stephany,Barbosa Carvalho,F,6801,8446,2020-07-17 00:00:00
21031,Ayla,Barbosa Carvalho,F,6801,8446,2020-01-24 00:00:00
21032,Rebeca,Barbosa Carvalho,F,6801,8446,2020-05-11 00:00:00
21033,Luiz Fernando,Rodrigues Carvalho,M,6800,4457,2020-10-22 00:00:00
21034,Matteo,Rodrigues Carvalho,M,6800,4457,2020-07-06 00:00:00
21035,Léo,Rodrigues Carvalho,M,6800,4457,2020-08-07 00:00:00
21036,Miguel,Rodrigues Carvalho,M,6800,4457,2020-07-16 00:00:00
21037,Heloísa,Rodrigues Carvalho,F,6800,4457,2020-10-28 00:00:00
21038,Isabella,Rodrigues Carvalho,F,6800,4457,2020-08-11 00:00:00
21039,Ana Luiza,Rodrigues Carvalho,F,6800,4457,2020-09-15 00:00:00
21040,Mariana,Rodrigues Carvalho,F,6800,4457,2020-04-26 00:00:00
21041,Mathias,Barbosa Carvalho,M,6799,8219,2020-03-18 00:00:00
21042,Lucca,Barbosa Carvalho,M,6799,8219,2020-12-11 00:00:00
21043,Henry Gabriel,Barbosa Carvalho,M,6799,8219,2020-01-05 00:00:00
21044,Davi Lucas,Barbosa Carvalho,M,6799,8219,2020-05-14 00:00:00
21045,Maria Julia,Barbosa Carvalho,F,6799,8219,2020-12-25 00:00:00
21046,Maria Flor,Barbosa Carvalho,F,6799,8219,2020-09-21 00:00:00
21047,Marina,Barbosa Carvalho,F,6799,8219,2020-07-16 00:00:00
21048,Brenda,Barbosa Carvalho,F,6799,8219,2020-04-19 00:00:00
21049,Arthur Miguel,Sousa Rodrigues,M,6795,2826,2020-01-01 00:00:00
21050,Vitor Hugo,Sousa Rodrigues,M,6795,2826,2020-05-20 00:00:00
21051,Ian,Sousa Rodrigues,M,6795,2826,2020-06-02 00:00:00
21052,Antônio,Sousa Rodrigues,M,6795,2826,2020-04-17 00:00:00
21053,Ana Clara,Sousa Rodrigues,F,6795,2826,2020-02-24 00:00:00
21054,Lorena,Sousa Rodrigues,F,6795,2826,2020-08-23 00:00:00
21055,Bruna,Sousa Rodrigues,F,6795,2826,2020-02-14 00:00:00
21056,Esther,Sousa Rodrigues,F,6795,2826,2020-12-24 00:00:00
21057,Leonardo,Sousa Moura,M,6794,3628,2020-06-22 00:00:00
21058,Isaque,Sousa Moura,M,6794,3628,2020-07-18 00:00:00
21059,Pietro,Sousa Moura,M,6794,3628,2020-03-02 00:00:00
